"Balanced KEGG Reactions",,,,,,
"ID","NAME","FORMULA (ID)","FORMULA (NAME)",,"INCLUDED IN ANAEROBIC GLOBAL METABOLISM?","Standard Molar Free Energy kJ/mol (pH 7, ionic strength 0.1 M)"
"R05571","Galactitol-1-phosphate:NAD oxidoreductase"," C00004 +  C00080 +  C01097 <=>  C00003 +  C06311"," NADH +  H+ +  D-Tagatose 6-phosphate <=>  NAD+ +  Galactitol 1-phosphate",,VERDADEIRO,"13,2"
"R05572","None"," C01327 +  C06557 <=>  C00001 +  C06556"," Hydrochloric acid +  Deisopropylhydroxyatrazine <=>  H2O +  Deisopropylatrazine",,VERDADEIRO,"NaN"
"R05573","2,4-Dihydroxy-6-(N'-ethyl)amino-1,3,5-triazine ethylaminohydrolase"," C00797 +  C06554 <=>  C00001 +  C06558"," Ethylamine +  Cyanuric acid <=>  H2O +  N-Ethylammelide",,VERDADEIRO,"-51,5"
"R05574","Deisopropylhydroxyatrazine aminohydrolase"," C00014 +  C06558 <=>  C00001 +  C06557"," Ammonia +  N-Ethylammelide <=>  H2O +  Deisopropylhydroxyatrazine",,VERDADEIRO,"-8,3"
"R05575","(3S)-3-Hydroxyacyl-CoA:NAD+ oxidoreductase"," C00004 +  C00080 +  C09820 <=>  C00003 +  C09819"," NADH +  H+ +  Benzoylsuccinyl-CoA <=>  NAD+ +  (Hydroxymethylphenyl)succinyl-CoA",,VERDADEIRO,"17,8"
"R05576","(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase"," C00005 +  C00080 +  C00332 <=>  C00006 +  C05116"," NADPH +  H+ +  Acetoacetyl-CoA <=>  NADP+ +  3-Hydroxybutanoyl-CoA",,VERDADEIRO,"16,1"
"R05581","6-hydroxycyclohex-1-ene-1-carbonyl-CoA:NAD+ 6-oxidoreductase"," C00004 +  C00080 +  C09821 <=>  C00003 +  C06749"," NADH +  H+ +  6-Oxocyclohex-1-ene-1-carbonyl-CoA <=>  NAD+ +  6-Hydroxycyclohex-1-ene-1-carbonyl-CoA",,VERDADEIRO,"14,5"
"R05582","None"," C00004 +  C00080 +  C09813 <=>  C00003 +  C09812"," NADH +  H+ +  2-Ketocyclohexane-1-carboxyl-CoA <=>  NAD+ +  2-Hydroxycyclohexane-1-carboxyl-CoA",,VERDADEIRO,"14,1"
"R05585","None"," C00014 +  C00512 <=> 2 C00080 +  C02247"," Ammonia +  S-Benzoate coenzyme A <=> 2 H+ +  Anthraniloyl-CoA",,VERDADEIRO,"NaN"
"R05586","None"," C00024 +  C00527 <=>  C00010 +  C06715"," Acetyl-CoA +  Glutaryl-CoA <=>  CoA +  3-Oxopimeloyl-CoA",,VERDADEIRO,"-26,6"
"R05587","None"," C00091 +  C00512 <=>  C00010 +  C09820"," Succinyl-CoA +  S-Benzoate coenzyme A <=>  CoA +  Benzoylsuccinyl-CoA",,VERDADEIRO,"-26,3"
"R05588","None"," C00042 +  C09817 <=>  C00091 +  C09816"," Succinate +  Benzylsuccinyl-CoA <=>  Succinyl-CoA +  Benzylsuccinate",,VERDADEIRO,0
"R05590","Acylamide aminohydrolase"," C00014 +  C00180 <=>  C00001 +  C09815"," Ammonia +  Benzoate <=>  H2O +  Benzamide",,VERDADEIRO,"-25,6"
"R05591","Nitrile aminohydrolase"," C00014 +  C00180 <=> 2 C00001 +  C09814"," Ammonia +  Benzoate <=> 2 H2O +  Benzonitrile",,VERDADEIRO,"NaN"
"R05592","None"," C01063 <=>  C00001 +  C09813"," 6-Carboxyhexanoyl-CoA <=>  H2O +  2-Ketocyclohexane-1-carboxyl-CoA",,VERDADEIRO,"-94,3"
"R05593","2-hydroxy-6-oxocyclohexane-1-carbonyl-CoA hydrolase (decyclizing)"," C06714 <=>  C00001 +  C09825"," 3-Hydroxypimeloyl-CoA <=>  H2O +  2-Hydroxy-6-oxocyclohexane-1-carbonyl-CoA",,VERDADEIRO,"-84,6"
"R05594","6-oxocyclohex-1-ene-1-carbonyl-CoA hydrolase (decyclizing)"," C06714 <=> 2 C00001 +  C09821"," 3-Hydroxypimeloyl-CoA <=> 2 H2O +  6-Oxocyclohex-1-ene-1-carbonyl-CoA",,VERDADEIRO,"-60,4"
"R05595","None"," C05116 <=>  C00001 +  C00877"," 3-Hydroxybutanoyl-CoA <=>  H2O +  Crotonoyl-CoA",,VERDADEIRO,"-3,9"
"R05596","benzamide hydro-lyase"," C09815 <=>  C00001 +  C09814"," Benzamide <=>  H2O +  Benzonitrile",,VERDADEIRO,"NaN"
"R05597","6-hydroxycyclohex-1-ene-1-carbonyl-CoA hydro-lyase (cyclohexa-1,5-diene-1-carbonyl-CoA-forming)"," C06749 <=>  C00001 +  C06322"," 6-Hydroxycyclohex-1-ene-1-carbonyl-CoA <=>  H2O +  Cyclohexa-1,5-diene-1-carbonyl-CoA",,VERDADEIRO,"38,9"
"R05598","Benzylsuccinate fumarate-lyase"," C09816 <=>  C00122 +  C01455"," Benzylsuccinate <=>  Fumarate +  Toluene",,VERDADEIRO,"-42,1"
"R05599","None"," C09819 <=>  C00001 +  C09818"," (Hydroxymethylphenyl)succinyl-CoA <=>  H2O +  E-Phenylitaconyl-CoA",,VERDADEIRO,"3,1"
"R05600","None"," C09812 <=>  C00001 +  C09811"," 2-Hydroxycyclohexane-1-carboxyl-CoA <=>  H2O +  Cyclohex-1-ene-1-carboxyl-CoA",,VERDADEIRO,"24,2"
"R05601","None"," C06714 <=>  C00001 +  C06723"," 3-Hydroxypimeloyl-CoA <=>  H2O +  6-Carboxyhex-2-enoyl-CoA",,VERDADEIRO,"-3,9"
"R05602","None"," C09824 <=>  C00001 +  C06749"," 2,6-Dihydroxycyclohexane-1-carboxyl-CoA <=>  H2O +  6-Hydroxycyclohex-1-ene-1-carbonyl-CoA",,VERDADEIRO,"24,2"
"R05603","None"," C00009 +  C00156 <=>  C00001 +  C00011 +  C02734"," Orthophosphate +  4-Hydroxybenzoate <=>  H2O +  CO2 +  Phenolic phosphate",,VERDADEIRO,"NaN"
"R05604","D-arabinitol:NAD 4-oxidoreductase"," C00004 +  C00080 +  C00310 <=>  C00003 +  C01904"," NADH +  H+ +  D-Xylulose <=>  NAD+ +  D-Arabitol",,VERDADEIRO,"15,4"
"R05605","2-dehydro-3-deoxy-6-phospho-D-gluconate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)"," C00022 +  C00118 <=>  C04442"," Pyruvate +  D-Glyceraldehyde 3-phosphate <=>  2-Dehydro-3-deoxy-6-phospho-D-gluconate",,VERDADEIRO,"11,6"
"R05606","D-mannonate hydro-lyase"," C00001 +  C00204 <=>  C00514"," H2O +  2-Dehydro-3-deoxy-D-gluconate <=>  D-Mannonate",,VERDADEIRO,"-38,7"
"R05607","D-sorbitol-6-phosphate:NAD 2-oxidoreductase"," C00004 +  C00080 +  C05345 <=>  C00003 +  C01096"," NADH +  H+ +  beta-D-Fructose 6-phosphate <=>  NAD+ +  Sorbitol 6-phosphate",,VERDADEIRO,"13,2"
"R05608","galactarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming)"," C00001 +  C00679 <=>  C00879"," H2O +  5-Dehydro-4-deoxy-D-glucarate <=>  D-Galactarate",,VERDADEIRO,"-38,7"
"R05609","None"," C09809 <=>  C06322"," Cyclohex-2,5-diene-1-carboxyl-CoA <=>  Cyclohexa-1,5-diene-1-carbonyl-CoA",,VERDADEIRO,"-14,7"
"R05610","None"," C09810 <=>  C06322"," Cyclohex-1,4-diene-1-carboxyl-CoA <=>  Cyclohexa-1,5-diene-1-carbonyl-CoA",,VERDADEIRO,0
"R05611","None"," C00129 +  C04216 <=>  C00013 +  C04146"," Isopentenyl diphosphate +  all-trans-Heptaprenyl diphosphate <=>  Diphosphate +  all-trans-Octaprenyl diphosphate",,VERDADEIRO,"73,6"
"R05612","None"," C00013 +  C04216 <=>  C00129 +  C01230"," Diphosphate +  all-trans-Heptaprenyl diphosphate <=>  Isopentenyl diphosphate +  all-trans-Hexaprenyl diphosphate",,VERDADEIRO,"-73,6"
"R05613","None"," C00013 +  C01230 <=>  C00129 +  C04217"," Diphosphate +  all-trans-Hexaprenyl diphosphate <=>  Isopentenyl diphosphate +  all-trans-Pentaprenyl diphosphate",,VERDADEIRO,"-73,6"
"R05614","None"," C00021 +  C17569 <=>  C00019 +  C05815"," S-Adenosyl-L-homocysteine +  Ubiquinone-8 <=>  S-Adenosyl-L-methionine +  2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone",,VERDADEIRO,"NaN"
"R05615","all-trans-octaprenyl-diphosphate:4-hydroxybenzoate 3-octaprenyltransferase"," C00013 +  C05809 <=>  C00156 +  C04146"," Diphosphate +  3-Octaprenyl-4-hydroxybenzoate <=>  4-Hydroxybenzoate +  all-trans-Octaprenyl diphosphate",,VERDADEIRO,-87
"R05616","all-trans-hexaprenyl diphosphate:4-hydroxybenzoate hexaprenyltransferase"," C00013 +  C13425 <=>  C00156 +  C01230"," Diphosphate +  3-Hexaprenyl-4-hydroxybenzoate <=>  4-Hydroxybenzoate +  all-trans-Hexaprenyl diphosphate",,VERDADEIRO,-87
"R05618","chlorophyll chlorophyllidohydrolase"," C01389 +  C02139 <=>  C00001 +  C05306"," Phytol +  Chlorophyllide <=>  H2O +  Chlorophyll a",,VERDADEIRO,"NaN"
"R05620","None"," C00013 +  C00020 +  C09823 <=>  C00002 +  C00010 +  C09822"," Diphosphate +  AMP +  Cyclohexane-1-carboxyl-CoA <=>  ATP +  CoA +  Cyclohexane-1-carboxylate",,VERDADEIRO,"-10,4"
"R05621","None"," C00004 +  C00007 +  C00080 +  C00180 =>  C00003 +  C06321"," NADH +  Oxygen +  H+ +  Benzoate =>  NAD+ +  (1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate",,FALSO,"-288,4"
"R05622","None"," C00005 +  C00007 +  C00080 +  C00180 =>  C00006 +  C06321"," NADPH +  Oxygen +  H+ +  Benzoate =>  NADP+ +  (1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate",,FALSO,"-286,8"
"R05623","N,N,N-trimethylamine,NADPH:oxygen oxidoreductase (N-oxide-forming)"," C00005 +  C00007 +  C00080 +  C00565 =>  C00001 +  C00006 +  C01104"," NADPH +  Oxygen +  H+ +  Trimethylamine =>  H2O +  NADP+ +  Trimethylamine N-oxide",,FALSO,"NaN"
"R05625","Phenylphosphate synthase"," C00009 +  C00020 +  C02734 <=>  C00001 +  C00002 +  C00146"," Orthophosphate +  AMP +  Phenolic phosphate <=>  H2O +  ATP +  Phenol",,VERDADEIRO,"NaN"
"R05626","ATP:undecaprenol phosphotransferase"," C00008 +  C17556 <=>  C00002 +  C17558"," ADP +  di-trans,poly-cis-Undecaprenyl phosphate <=>  ATP +  di-trans,poly-cis-Undecaprenol",,VERDADEIRO,"-15,3"
"R05627","undecaprenyl-diphosphate phosphohydrolase"," C00009 +  C17556 <=>  C00001 +  C04574"," Orthophosphate +  di-trans,poly-cis-Undecaprenyl phosphate <=>  H2O +  di-trans,poly-cis-Undecaprenyl diphosphate",,VERDADEIRO,"-30,3"
"R05629","UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase"," C00105 +  C04851 <=>  C04702 +  C17556"," UMP +  MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol <=>  UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) +  di-trans,poly-cis-Undecaprenyl phosphate",,VERDADEIRO,"3,5"
"R05630","UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase"," C00105 +  C05897 <=>  C04882 +  C17556"," UMP +  Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine <=>  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine +  di-trans,poly-cis-Undecaprenyl phosphate",,VERDADEIRO,"4,9"
"R05632","1-hydroxy-2-naphthoate,NADH:oxygen oxidoreductase (2-hydroxylating, decarboxylating)"," C00004 +  C00007 +  C00080 +  C03203 =>  C00001 +  C00003 +  C00011 +  C03012"," NADH +  Oxygen +  H+ +  1-Hydroxy-2-naphthoate =>  H2O +  NAD+ +  CO2 +  Naphthalene-1,2-diol",,FALSO,"-394,9"
"R05633","CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase"," C00013 +  C11435 <=>  C00063 +  C11434"," Diphosphate +  4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol <=>  CTP +  2-C-Methyl-D-erythritol 4-phosphate",,VERDADEIRO,"0,6"
"R05634","ATP:4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase"," C00008 +  C11436 <=>  C00002 +  C11435"," ADP +  2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol <=>  ATP +  4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol",,VERDADEIRO,"-4,8"
"R05636","1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)"," C00011 +  C11437 <=>  C00022 +  C00118"," CO2 +  1-Deoxy-D-xylulose 5-phosphate <=>  Pyruvate +  D-Glyceraldehyde 3-phosphate",,VERDADEIRO,"-28,2"
"R05637","2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)"," C00055 +  C11453 <=>  C11436"," CMP +  2-C-Methyl-D-erythritol 2,4-cyclodiphosphate <=>  2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol",,VERDADEIRO,"NaN"
"R05639","4,4-dimethyl-5a-cholesta-8,24-dien-3b-ol:NADP+ D14-oxidoreductase"," C00005 +  C00080 +  C11455 <=>  C00006 +  C05108"," NADPH +  H+ +  4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol <=>  NADP+ +  14-Demethyllanosterol",,VERDADEIRO,"NaN"
"R05640","Lanosterol,NADPH:oxygen oxidoreductase (14-methyl cleaving)","3 C00005 + 3 C00007 + 3 C00080 +  C01724 => 4 C00001 + 3 C00006 +  C00058 +  C11455","3 NADPH + 3 Oxygen + 3 H+ +  Lanosterol => 4 H2O + 3 NADP+ +  Formate +  4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol",,FALSO,"NaN"
"R05641","ergosterol:NADP+ Delta24(24(1))-oxidoreductase"," C00005 +  C00080 +  C05440 <=>  C00006 +  C01694"," NADPH +  H+ +  Ergosta-5,7,22,24(28)-tetraen-3beta-ol <=>  NADP+ +  Ergosterol",,VERDADEIRO,"57,6"
"R05642","None"," C11426 <=>  C11425"," cis-4-(1'-Hydroxynaphth-2'-yl)-2-oxobut-3-enoate <=>  2-Hydroxy-2H-benzo[h]chromene-2-carboxylate",,VERDADEIRO,"-76,6"
"R05643","2-formylbenzoate:NAD+ oxidoreductase"," C00004 +  C00080 +  C01606 <=>  C00001 +  C00003 +  C03057"," NADH +  H+ +  Phthalate <=>  H2O +  NAD+ +  2-Carboxybenzaldehyde",,VERDADEIRO,"-46,4"
"R05644","ATP:D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase"," C00013 +  C06397 <=>  C00002 +  C07838"," Diphosphate +  ADP-D-glycero-beta-D-manno-heptose <=>  ATP +  D-glycero-beta-D-manno-Heptose 1-phosphate",,VERDADEIRO,"0,5"
"R05645","D-glycero-beta-D-manno-heptose-7-phosphate aldose-ketose-isomerase"," C07836 <=>  C05382"," D-glycero-beta-D-manno-Heptose 7-phosphate <=>  Sedoheptulose 7-phosphate",,VERDADEIRO,"-4,5"
"R05646","ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase"," C00008 +  C11472 <=>  C00002 +  C07836"," ADP +  D-glycero-beta-D-manno-Heptose 1,7-bisphosphate <=>  ATP +  D-glycero-beta-D-manno-Heptose 7-phosphate",,VERDADEIRO,"-11,8"
"R05647","D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase"," C00009 +  C07838 <=>  C00001 +  C11472"," Orthophosphate +  D-glycero-beta-D-manno-Heptose 1-phosphate <=>  H2O +  D-glycero-beta-D-manno-Heptose 1,7-bisphosphate",,VERDADEIRO,"-8,6"
"R05648","None"," C00022 +  C11427 <=>  C00001 +  C11426"," Pyruvate +  1-Hydroxy-2-naphthaldehyde <=>  H2O +  cis-4-(1'-Hydroxynaphth-2'-yl)-2-oxobut-3-enoate",,VERDADEIRO,"5,1"
"R05649","None"," C00004 +  C00080 +  C03203 <=>  C00001 +  C00003 +  C11427"," NADH +  H+ +  1-Hydroxy-2-naphthoate <=>  H2O +  NAD+ +  1-Hydroxy-2-naphthaldehyde",,VERDADEIRO,"-44,8"
"R05650","None"," C00007 +  C03164 =>  C11425"," Oxygen +  Phenanthrene-3,4-diol =>  2-Hydroxy-2H-benzo[h]chromene-2-carboxylate",,FALSO,"-396,6"
"R05651","acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate hydrolysing, 2-oxoethyl-forming)"," C00094 +  C00227 <=>  C00009 +  C00593"," Sulfite +  Acetyl phosphate <=>  Orthophosphate +  Sulfoacetaldehyde",,VERDADEIRO,"NaN"
"R05652","taurine:pyruvate aminotransferase"," C00041 +  C00593 <=>  C00022 +  C00245"," L-Alanine +  Sulfoacetaldehyde <=>  Pyruvate +  Taurine",,VERDADEIRO,"9,8"
"R05653","phenanthrene 9,10-monooxygenase"," C00004 +  C00007 +  C00080 +  C11422 =>  C00001 +  C00003 +  C11429"," NADH +  Oxygen +  H+ +  Phenanthrene =>  H2O +  NAD+ +  Phenanthrene-9,10-oxide",,FALSO,"-364,1"
"R05654","phenanthrene 1,2-monooxygenase"," C00004 +  C00007 +  C00080 +  C11422 =>  C00001 +  C00003 +  C11431"," NADH +  Oxygen +  H+ +  Phenanthrene =>  H2O +  NAD+ +  Phenanthrene-1,2-oxide",,FALSO,-342
"R05655","None"," C00004 +  C00007 +  C00080 +  C11422 =>  C00001 +  C00003 +  C11432"," NADH +  Oxygen +  H+ +  Phenanthrene =>  H2O +  NAD+ +  1-Phenanthrol",,FALSO,"-395,2"
"R05656","None"," C11432 <=>  C11431"," 1-Phenanthrol <=>  Phenanthrene-1,2-oxide",,VERDADEIRO,"-53,2"
"R05658","None"," C11428 <=>  C00001 +  C11429"," trans-9(S),10(S)-Dihydrodiolphenanthrene <=>  H2O +  Phenanthrene-9,10-oxide",,VERDADEIRO,"21,9"
"R05659","None"," C00001 +  C06891 <=>  C00691"," H2O +  D-2,3-Diketo 4-deoxy-epi-inositol <=>  2,4,6/3,5-Pentahydroxycyclohexanone",,VERDADEIRO,"-31,8"
"R05661","ATP:5-dehydro-2-deoxy-D-gluconate 6-phosphotransferase"," C00008 +  C06893 <=>  C00002 +  C06892"," ADP +  2-Deoxy-5-keto-D-gluconic acid 6-phosphate <=>  ATP +  2-Deoxy-5-keto-D-gluconic acid",,VERDADEIRO,"-17,4"
"R05662","UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase"," C00015 +  C05893 <=>  C00043 +  C04851"," UDP +  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine <=>  UDP-N-acetyl-alpha-D-glucosamine +  MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol",,VERDADEIRO,"-18,3"
"R05663","None"," C00005 +  C00080 +  C07215 <=>  C00001 +  C00006 +  C07214"," NADPH +  H+ +  o-Toluate <=>  H2O +  NADP+ +  2-Methylbenzaldehyde",,VERDADEIRO,"-46,8"
"R05664","None"," C00005 +  C00080 +  C07211 <=>  C00001 +  C00006 +  C07209"," NADPH +  H+ +  m-Methylbenzoate <=>  H2O +  NADP+ +  3-Methylbenzaldehyde",,VERDADEIRO,"-46,8"
"R05665","None"," C00004 +  C00007 +  C00080 +  C07211 =>  C00003 +  C06720"," NADH +  Oxygen +  H+ +  m-Methylbenzoate =>  NAD+ +  1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate",,FALSO,"-264,2"
"R05668","None"," C00004 +  C00080 +  C07024 <=>  C00002 +  C00003"," NADH +  H+ +  3'-Keto-3'-deoxy-ATP <=>  ATP +  NAD+",,VERDADEIRO,"14,5"
"R05672","None"," C00010 +  C07028 <=>  C00024 +  C07027"," CoA +  N-Acetyl-N6,N6,O-tridemethylpuromycin-5'-phosphate <=>  Acetyl-CoA +  N6,N6,O-Tridemethylpuromycin-5'-phosphate",,VERDADEIRO,"-24,6"
"R05673","None"," C00021 +  C07029 <=>  C00019 +  C07028"," S-Adenosyl-L-homocysteine +  N-Acetyl-N6,O-didemethylpuromycin-5'-phosphate <=>  S-Adenosyl-L-methionine +  N-Acetyl-N6,N6,O-tridemethylpuromycin-5'-phosphate",,VERDADEIRO,"NaN"
"R05674","None"," C00021 +  C07030 <=>  C00019 +  C07029"," S-Adenosyl-L-homocysteine +  N-Acetyl-O-demethylpuromycin-5'-phosphate <=>  S-Adenosyl-L-methionine +  N-Acetyl-N6,O-didemethylpuromycin-5'-phosphate",,VERDADEIRO,"NaN"
"R05676","None"," C00021 +  C07032 <=>  C00019 +  C07031"," S-Adenosyl-L-homocysteine +  N-Acetylpuromycin <=>  S-Adenosyl-L-methionine +  N-Acetyl-O-demethylpuromycin",,VERDADEIRO,"NaN"
"R05677","None"," C00033 +  C01610 <=>  C00001 +  C07032"," Acetate +  Puromycin <=>  H2O +  N-Acetylpuromycin",,VERDADEIRO,"-4,8"
"R05678","Sulcatol:NAD+ oxidoreductase"," C00004 +  C00080 +  C07287 <=>  C00003 +  C07288"," NADH +  H+ +  Sulcatone <=>  NAD+ +  Sulcatol",,VERDADEIRO,"17,8"
"R05679","sn-glycerol-1-phosphate:NAD 2-oxidoreductase"," C00004 +  C00080 +  C00111 <=>  C00003 +  C00623"," NADH +  H+ +  Glycerone phosphate <=>  NAD+ +  sn-Glycerol 1-phosphate",,VERDADEIRO,"17,9"
"R05680","sn-glycerol-1-phosphate:NADP 2-oxidoreductase"," C00005 +  C00080 +  C00111 <=>  C00006 +  C00623"," NADPH +  H+ +  Glycerone phosphate <=>  NADP+ +  sn-Glycerol 1-phosphate",,VERDADEIRO,"16,2"
"R05681","NAD-dependent threonine 4-phosphate dehydrogenase"," C00004 +  C00080 +  C07335 <=>  C00003 +  C06055"," NADH +  H+ +  2-Amino-3-oxo-4-phosphonooxybutyrate <=>  NAD+ +  O-Phospho-4-hydroxy-L-threonine",,VERDADEIRO,15
"R05682","1,5-Anhydro-D-glucitol:NADP oxidoreductase"," C00005 +  C00080 +  C06485 <=>  C00006 +  C07326"," NADPH +  H+ +  1,5-Anhydro-D-fructose <=>  NADP+ +  1,5-Anhydro-D-glucitol",,VERDADEIRO,"12,8"
"R05683","L-Idonate:NAD oxidoreductase"," C00004 +  C00080 +  C01062 <=>  C00003 +  C00770"," NADH +  H+ +  5-Dehydro-D-gluconate <=>  NAD+ +  L-Idonate",,VERDADEIRO,"17,8"
"R05684","L-idonate:NADP oxidoreductase"," C00005 +  C00080 +  C01062 <=>  C00006 +  C00770"," NADPH +  H+ +  5-Dehydro-D-gluconate <=>  NADP+ +  L-Idonate",,VERDADEIRO,"16,1"
"R05685","3-Methylbutanol:NAD(P) oxidoreductase"," C00004 +  C00080 +  C07329 <=>  C00003 +  C07328"," NADH +  H+ +  3-Methylbutanal <=>  NAD+ +  3-Methylbutanol",,VERDADEIRO,"20,4"
"R05686","3-Methylbutanol:NADP oxidoreductase"," C00005 +  C00080 +  C07329 <=>  C00006 +  C07328"," NADPH +  H+ +  3-Methylbutanal <=>  NADP+ +  3-Methylbutanol",,VERDADEIRO,"18,8"
"R05687","dTDP-4-keto-6-Deoxyglucose reductase"," C00005 +  C00080 +  C11907 <=>  C00006 +  C07277"," NADPH +  H+ +  dTDP-4-oxo-6-deoxy-D-glucose <=>  NADP+ +  dTDP-D-fucose",,VERDADEIRO,"12,8"
"R05688","1-Deoxy-D-xylulose-5-phosphate isomeroreductase"," C00005 +  C00080 +  C11437 <=>  C00006 +  C11434"," NADPH +  H+ +  1-Deoxy-D-xylulose 5-phosphate <=>  NADP+ +  2-C-Methyl-D-erythritol 4-phosphate",,VERDADEIRO,"20,7"
"R05689","2-(2-(R)-Hydroxypropylthio)ethanesulfonate dehydrogenase"," C00004 +  C00080 +  C11497 <=>  C00003 +  C11496"," NADH +  H+ +  2-Oxopropyl-CoM <=>  NAD+ +  (R)-2-Hydroxypropyl-CoM",,VERDADEIRO,"17,8"
"R05690","2-(2-(S)-Hydroxypropylthio)ethanesulfonate dehydrogenase"," C00004 +  C00080 +  C11497 <=>  C00003 +  C11498"," NADH +  H+ +  2-Oxopropyl-CoM <=>  NAD+ +  (S)-2-Hydroxypropyl-CoM",,VERDADEIRO,"17,8"
"R05691","3-beta-Hydroxy-steroid:NADP+ 3-oxidoreductase"," C00005 +  C00080 +  C04453 <=>  C00006 +  C08825"," NADPH +  H+ +  4alpha-Methyl-5alpha-cholest-7-en-3-one <=>  NADP+ +  Lophenol",,VERDADEIRO,"12,8"
"R05692","GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)"," C00005 +  C00080 +  C01222 <=>  C00006 +  C00325"," NADPH +  H+ +  GDP-4-dehydro-6-deoxy-D-mannose <=>  NADP+ +  GDP-L-fucose",,VERDADEIRO,"12,8"
"R05693","(R)-2-hydroxyacid:NAD+ oxidoreductase"," C00004 +  C00080 +  C05528 <=>  C00003 +  C11499"," NADH +  H+ +  3-Sulfopyruvate <=>  NAD+ +  (S)-3-Sulfolactate",,VERDADEIRO,"17,8"
"R05694","None"," C00005 +  C00080 +  C05528 <=>  C00006 +  C11499"," NADPH +  H+ +  3-Sulfopyruvate <=>  NADP+ +  (S)-3-Sulfolactate",,VERDADEIRO,"16,1"
"R05695","Nucleoside:oxygen 5'-oxidoreductase (H2O2-forming)"," C00001 + 2 C00007 +  C00212 => 2 C00027 +  C11501"," H2O + 2 Oxygen +  Adenosine => 2 Hydrogen peroxide +  9-Riburonosyladenine",,FALSO,"-284,4"
"R05696","None"," C00007 +  C00212 =>  C00027 +  C11500"," Oxygen +  Adenosine =>  Hydrogen peroxide +  5'-Dehydroadenosine",,FALSO,"-109,4"
"R05697","None"," C00001 +  C00007 +  C11500 =>  C00027 +  C11501"," H2O +  Oxygen +  5'-Dehydroadenosine =>  Hydrogen peroxide +  9-Riburonosyladenine",,FALSO,-175
"R05698","Mannitol:oxygen oxidoreductase (cyclizing)"," C00007 +  C00392 =>  C00027 +  C00159"," Oxygen +  Mannitol =>  Hydrogen peroxide +  D-Mannose",,FALSO,"-116,5"
"R05699","vanillin:NAD oxidoreductase"," C00004 +  C00080 +  C06672 <=>  C00001 +  C00003 +  C00755"," NADH +  H+ +  Vanillate <=>  H2O +  NAD+ +  4-Hydroxy-3-methoxy-benzaldehyde",,VERDADEIRO,"-44,6"
"R05700","Coniferyl aldehyde:NAD oxidoreductase"," C00004 +  C00080 +  C01494 <=>  C00001 +  C00003 +  C02666"," NADH +  H+ +  Ferulate <=>  H2O +  NAD+ +  Coniferyl aldehyde",,VERDADEIRO,"-45,2"
