"Network generated with CoA and NTP coupled reactions replaced with Pantetheine and Pyrophosphate (respectively), and unbalanced FAD/NAD(P)-dependent half reactions included",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"Delta G cutoff [kJ/mol]",,,,,,,,,,,
"C16568","Homotrypanothione disulfide",1,0,0,0,0,0,0,0,0,0,0,0
"C16579","trans-Homoaconitate",1,1,1,1,1,1,1,1,1,1,1,1
"C16583","(R)-(Homo)2-citrate",1,1,1,1,1,1,1,1,1,1,1,1
"C16588","2-Oxopimelate",1,1,1,1,1,1,1,1,1,1,1,1
"C16589","2-Oxosuberate",1,1,1,1,1,1,1,1,1,1,1,1
"C16590","7-Oxoheptanoic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C16597","(-)-threo-Iso(homo)2-citrate",1,1,1,1,1,1,1,1,1,1,1,1
"C16598","(R)-(Homo)3-citrate",1,1,1,1,1,1,1,1,1,1,1,1
"C16600","(-)-threo-Iso(homo)3-citrate",1,1,1,1,1,1,1,1,1,1,1,1
"C16666","Vanillylamine",1,1,1,1,1,0,0,0,0,0,0,0
"C16671","3,6-Dihydronicotinic acid",1,1,1,1,0,0,0,0,0,0,0,0
"C16674","Formylisoglutamine",1,0,0,0,0,0,0,0,0,0,0,0
"C16675","7-Aminomethyl-7-carbaguanine",1,0,0,0,0,0,0,0,0,0,0,0
"C16688","Sucrose 6-phosphate",1,1,1,1,1,1,1,1,0,0,0,0
"C16698","N-Acetylmuramic acid 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C16699","2-O-(6-Phospho-alpha-mannosyl)-D-glycerate",1,1,1,1,1,1,1,1,1,1,1,0
"C16716","4-Hydroxy-2-quinolone",1,1,1,1,1,1,1,1,1,1,1,1
"C16737","5-Deoxy-D-glucuronate",1,1,1,1,1,1,1,1,1,1,1,1
"C16741","L-Hydroxylysine",1,1,1,1,1,1,1,1,1,1,1,1
"C16776","beta-Sesquiphellandrene",1,1,1,1,1,1,1,1,1,1,1,0
"C16814","gamma-Bisabolene",1,1,1,1,1,1,1,1,1,1,1,0
"C16818","Ophiobolin F",1,1,1,1,1,1,1,1,1,1,1,0
"C16826","2-cis,6-trans-Farnesyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C16827","p-Coumaroyl-D-glucose",1,1,1,1,1,1,1,1,1,1,0,0
"C16829","gamma-Humulene",1,1,1,1,1,1,1,1,1,1,1,0
"C16831","L-2-Methyltryptophan",1,1,1,1,1,1,1,1,1,1,1,1
"C16848","6-Deoxy-5-ketofructose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C16849","Hydroxypyruvaldehyde phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C16850","2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C16930","Chavicol",1,0,0,0,0,0,0,0,0,0,0,0
"C16999","Futalosine",1,1,1,1,1,1,1,1,1,1,1,1
"C17010","Dehypoxanthine futalosine",1,1,1,1,1,1,1,1,1,1,1,1
"C17017","Cyclic dehypoxanthine futalosine",1,1,1,1,1,1,1,1,1,1,1,1
"C17139","dTDP-3,4-dioxo-2,6-dideoxy-L-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C17203","N-Hydroxyl-tryptamine",1,1,1,1,1,1,1,1,1,1,1,1
"C17204","Indole-3-acetaldoxime N-oxide",1,1,1,1,1,1,1,1,1,1,0,0
"C17205","(R)-2-O-Sulfolactate",1,1,1,1,1,1,1,1,1,1,0,0
"C17209","2-Deoxy-scyllo-inosose",1,1,1,1,1,1,1,1,1,1,1,1
"C17210","2-(2'-Methylthio)ethylmalic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C17211","2-Oxo-5-methylthiopentanoic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17212","3-(2'-Methylthio)ethylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17214","2-(3'-Methylthio)propylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17215","3-(3'-Methylthio)propylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17216","2-Oxo-6-methylthiohexanoic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17218","2-(4'-Methylthio)butylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17219","3-(4'-Methylthio)butylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17220","2-Oxo-7-methylthioheptanoic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17222","2-(5'-Methylthio)pentylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17223","3-(5'-Methylthio)pentylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17224","2-Oxo-8-methylthiooctanoic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17226","2-(6'-Methylthio)hexylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17227","3-(6'-Methylthio)hexylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17228","2-Oxo-9-methylthiononanoic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17230","2-(7'-Methylthio)heptylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17231","3-(7'-Methylthio)heptylmalic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17232","2-Oxo-10-methylthiodecanoic acid",1,1,1,1,1,1,1,1,1,1,1,0
"C17234","2-Aminobut-2-enoate",1,1,1,1,1,1,1,1,1,0,0,0
"C17267","S-Sulfanylglutathione",1,0,0,0,0,0,0,0,0,0,0,0
"C17277","(+)-Valencene",1,1,1,1,1,1,1,1,1,1,1,0
"C17326","CDP-4-dehydro-3,6-dideoxy-D-glucose epimer",1,1,1,1,1,1,1,1,1,1,0,0
"C17327","CDP-ascarylose",1,1,1,1,1,1,1,1,1,1,0,0
"C17328","UDP-4-keto-rhamnose",1,1,1,1,1,1,1,1,1,1,0,0
"C17366","(2S,5S)-trans-Carboxymethylproline",1,1,1,1,1,1,1,1,1,1,1,1
"C17367","(3S,5S)-Carbapenam-3-carboxylic acid",1,1,1,1,1,1,1,1,1,1,1,1
"C17432","all-trans-Decaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C17434","di-trans,poly-cis-Hexaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C17435","di-trans,poly-cis-Pentaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C17436","di-trans,poly-cis-Heptaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C17437","di-trans,poly-cis-Octaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C17438","di-trans,poly-cis-Nonaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C17439","Dihydrogeranylgeranyl diphosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C17440","Tetrahydrogeranylgeranyl diphosphate",1,0,0,0,0,0,0,0,0,0,0,0
"C17530","Methyl acetate",1,1,1,1,1,1,1,1,1,1,1,1
"C17556","di-trans,poly-cis-Undecaprenyl phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C17558","di-trans,poly-cis-Undecaprenol",1,1,1,1,1,1,1,1,1,1,1,0
"C17580","2-Deoxy-scyllo-inosamine",1,1,1,1,1,1,1,1,1,1,1,1
"C17581","3-Amino-2,3-dideoxy-scyllo-inosose",1,1,1,1,1,1,1,1,1,1,1,1
"C17582","2'-N-Acetylparomamine",1,1,1,1,1,1,1,1,1,1,0,0
"C17740","p-Coumaroyl-diketide-CoA",1,1,1,1,1,1,1,1,1,1,1,0
"C17741","Feruloyl-diketide-CoA",1,1,1,1,1,0,0,0,0,0,0,0
"C17742","Demethoxycurcumin",1,1,1,1,1,0,0,0,0,0,0,0
"C17743","Bisdemethoxycurcumin",1,1,1,1,1,1,1,1,1,1,1,1
"C17744","1-(4-Hydroxyphenyl)-1-decene-3,5-dione",1,1,1,1,1,1,1,1,0,0,0,0
"C17745","1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione",1,1,1,1,1,0,0,0,0,0,0,0
"C17746","1-Dehydro-[6]-gingerdione",1,1,1,1,1,0,0,0,0,0,0,0
"C17747","5-Hydroxy-1-(4-hydroxyphenyl)-3-decanone",1,1,1,1,1,1,1,1,0,0,0,0
"C17748","1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone",1,1,1,1,1,0,0,0,0,0,0,0
"C17749","Curcumin monoglucoside",1,1,1,1,1,0,0,0,0,0,0,0
"C17750","Curcumin diglucoside",1,1,1,1,1,0,0,0,0,0,0,0
"C17759","1-O-Feruloyl-beta-D-glucose",1,1,1,1,1,0,0,0,0,0,0,0
"C17959","alpha-L-Rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol",1,1,1,1,1,1,0,0,0,0,0,0
"C18023","Sophoraflavanone B",1,0,0,0,0,0,0,0,0,0,0,0
"C18026","(2S)-Ethylmalonyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C18028","L-Fucono-1,5-lactone",1,1,1,1,1,1,1,1,1,1,1,1
"C18029","dTDP-3-oxo-2,6-dideoxy-D-glucose",1,1,1,1,1,1,0,0,0,0,0,0
"C18048","N-Succinyl-L-citrulline",1,1,1,1,1,1,1,1,1,1,1,1
"C18050","beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate",1,1,1,1,1,1,0,0,0,0,0,0
"C18051","Chrysanthemyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C18052","Lavandulyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C18054","2-Amino-2-deoxyisochorismate",1,1,1,1,1,1,1,1,1,1,1,1
"C18059","CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol",1,1,1,1,1,1,1,1,1,1,0,0
"C18060","N-Acetyl-alpha-D-galactosamine 1-phosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C18068","beta-D-Fructofuranosyl-alpha-D-mannopyranoside",1,1,1,1,1,1,0,0,0,0,0,0
"C18069","N1,N5,N10-Tricoumaroyl spermidine",1,1,1,1,1,1,1,1,1,1,1,1
"C18076","5'-Phosphoguanylyl(3'->5')guanosine",1,1,1,1,1,1,0,0,0,0,0,0
"C18094","UDP-L-arabinofuranose",1,1,1,1,1,1,1,1,1,1,0,0
"C18096","D-Allulose 6-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C18131","Geranyl-hydroxybenzoate",1,1,1,1,1,1,1,1,1,1,1,0
"C18158","17-Oxosparteine",1,1,1,1,1,1,1,1,1,1,1,1
"C18172","Carboxyspermidine",1,1,1,1,1,1,1,1,1,0,0,0
"C18174","Carboxynorspermidine",1,1,1,1,1,1,1,1,1,0,0,0
"C18211","Isopimara-7,15-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C18223","Stemar-13-ene",1,1,1,1,1,1,1,1,1,1,1,0
"C18224","Stemod-13(17)-ene",1,1,1,1,1,1,1,1,1,1,1,0
"C18225","9beta-Pimara-7,15-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C18226","ent-Cassa-12,15-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C18228","ent-Pimara-8(14),15-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C18229","Fusicocca-2,10(14)-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C18232","N-Formylmaleamic acid",1,1,1,1,1,1,1,1,0,0,0,0
"C18239","Precursor Z",1,1,1,1,1,1,0,0,0,0,0,0
"C18245","8-epi-Cedrol",1,1,1,1,1,1,1,1,1,1,1,0
"C18314","Phthalate 3,4-cis-dihydrodiol",1,0,0,0,0,0,0,0,0,0,0,0
"C18318","cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate",1,0,0,0,0,0,0,0,0,0,0,0
"C18321","(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E)-Decaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C18323","3-Methylfumaryl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C18324","(2S)-Methylsuccinyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C18325","Feruloylagmatine",1,1,1,1,1,0,0,0,0,0,0,0
"C18326","p-Coumaroylputrescine",1,1,1,1,1,1,1,1,1,1,1,1
"C18338","5-Carboxyvanillic acid",1,1,1,1,1,1,0,0,0,0,0,0
"C18345","4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate",1,1,1,1,1,1,1,1,1,1,1,1
"C18349","4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate",1,1,1,0,0,0,0,0,0,0,0,0
"C18910","2,5-Diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one",1,1,1,1,1,1,0,0,0,0,0,0
"C18911","(R)-4-Phosphopantoate",1,1,1,1,1,1,1,0,0,0,0,0
"C19033","Carbon disulfide",1,1,1,1,1,1,1,1,1,1,1,1
"C19154","7,8-Didemethyl-8-hydroxy-5-deazariboflavin",1,1,1,1,1,1,0,0,0,0,0,0
"C19619","(+)-Germacrene D",1,1,1,1,1,1,1,1,1,1,1,0
"C19669","Thermospermine",1,1,1,1,1,1,1,1,1,1,1,1
"C19674","D-Arabinitol 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C19675","(R)-2,3-Dihydroxypropane-1-sulfonate",1,1,1,1,1,1,1,1,0,0,0,0
"C19685","Sulfoacetyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C19686","3-(1-Carboxyvinyloxy)anthranilate",1,0,0,0,0,0,0,0,0,0,0,0
"C19694","D-Alanyl-(R)-lactate",1,1,1,1,1,1,1,1,1,1,1,1
"C19708","5-Epiaristolochene",1,1,1,1,1,1,1,1,1,1,1,0
"C19714","(E)-Phenylacetaldoxime",1,1,1,1,1,1,1,1,1,1,1,1
"C19715","N,N-Dihydroxy-L-phenylalanine",1,1,1,1,1,1,1,1,1,1,1,1
"C19717","N,N-Dihydroxy-L-tryptophan",1,1,1,1,1,1,1,1,1,1,1,1
"C19719","D-Alanyl-D-serine",1,1,1,1,1,1,1,1,1,1,1,1
"C19720","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-D-lysine",1,1,1,1,1,1,1,1,1,1,0,0
"C19725","UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate",1,1,1,1,1,1,1,1,1,1,0,0
"C19734","(-)-alpha-Gurjunene",1,1,1,1,1,1,1,1,1,1,1,0
"C19735","(-)-endo-alpha-Bergamotene",1,1,1,1,1,1,1,1,1,1,1,0
"C19736","(+)-alpha-Santalene",1,1,1,1,1,1,1,1,1,1,1,0
"C19737","(+)-endo-beta-Bergamotene",1,1,1,1,1,1,1,1,1,1,1,0
"C19738","(-)-gamma-Cadinene",1,1,1,1,1,1,1,1,1,1,1,0
"C19740","(+)-alpha-Barbatene",1,1,1,1,1,1,1,1,1,1,1,0
"C19741","(+)-Cubenene",1,1,1,1,1,1,1,1,1,1,1,0
"C19742","(+)-delta-Selinene",1,1,1,1,1,1,1,1,1,1,1,0
"C19743","Drimenol",1,1,1,1,1,1,1,1,1,1,1,0
"C19744","(+)-Epicubenol",1,1,1,1,1,1,1,1,1,1,1,0
"C19745","UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate",1,1,1,1,1,1,1,1,1,1,0,0
"C19746","(3R,6E)-Nerolidol",1,1,1,1,1,1,1,1,1,1,1,0
"C19747","Germacrene C",1,1,1,1,1,1,1,1,1,1,1,0
"C19748","(E)-gamma-Bisabolene",1,1,1,1,1,1,1,1,1,1,1,0
"C19749","(E)-alpha-Bisabolene",1,1,1,1,1,1,1,1,1,1,1,0
"C19750","3,5-Dihydroxybiphenyl",1,1,1,1,1,1,1,1,1,1,1,1
"C19751","(S)-beta-Bisabolene",1,1,1,1,1,1,1,1,1,1,1,0
"C19752","(S)-beta-Macrocarpene",1,1,1,1,1,1,1,1,1,1,1,0
"C19753","cis-Muurola-3,5-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C19754","cis-Muurola-4(14),5-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C19755","Patchoulol",1,1,1,1,1,1,1,1,1,1,1,0
"C19756","Presilphiperfolan-8beta-ol",1,1,1,1,1,1,1,1,1,1,1,0
"C19758","beta-D-Galactosyl-(1->4)-L-rhamnose",1,1,1,1,1,1,1,1,1,1,1,0
"C19760","(2Z,6Z)-Farnesyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C19761","1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C19764","9,15,9'-tricis-zeta-Carotene",1,1,1,1,1,1,1,1,1,1,1,0
"C19767","7-(3-Methylbut-2-enyl)-L-tryptophan",1,1,1,1,1,1,1,1,1,1,1,0
"C19771","2'-(5-Triphosphoribosyl)-3'-dephospho-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C19772","alpha-D-Glucopyranosyl-diphospho-ditrans,octacis-undecaprenol",1,1,1,1,1,1,1,1,1,1,0,0
"C19779","beta-Alaninamide",1,1,1,1,1,1,1,1,1,0,0,0
"C19781","L-Prolinamide",1,1,1,1,1,1,1,1,1,0,0,0
"C19787","5'-S-Methyl-5'-thioinosine",1,1,1,1,1,1,1,1,1,1,1,1
"C19791","2-O-(alpha-D-Glucopyranosyl)-3-phospho-D-glycerate",1,1,1,1,1,1,1,1,1,1,1,0
"C19792","2-O-(alpha-D-Glucopyranosyl)-D-glycerate",1,1,1,1,1,1,1,1,1,1,1,1
"C19793","2-O-[2-O-(alpha-D-Mannopyranosyl)-alpha-D-glucopyranosyl]-3-phospho-D-glycerate",1,1,1,1,1,1,0,0,0,0,0,0
"C19794","CDP-1L-myo-inositol",1,1,1,1,1,1,1,1,1,1,0,0
"C19797","4,4'-Diapolycopene",1,1,1,1,1,1,1,1,1,1,1,0
"C19799","Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C19809","(S)-Piperidine-2-carboxamide",1,1,1,1,1,1,1,1,1,0,0,0
"C19810","ent-Pimara-9(11),15-diene",1,1,1,1,1,1,1,1,1,1,1,0
"C19813","threo-3-Hydroxy-D-aspartate",1,1,1,1,1,1,1,1,1,1,1,1
"C19814","Terpentetriene",1,1,1,1,1,1,1,1,1,1,1,0
"C19815","Terpentedienyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C19816","Elisabethatriene",1,1,1,1,1,1,1,1,1,1,1,0
"C19817","Phyllocladan-16alpha-ol",1,1,1,1,1,1,1,1,1,1,1,0
"C19818","beta-Phellandrene",1,1,1,1,1,1,1,1,1,1,1,0
"C19823","UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose",1,1,1,1,1,1,1,1,1,1,0,0
"C19834","Dammara-20,24-diene",1,0,0,0,0,0,0,0,0,0,0,0
"C19836","Halima-5(6),13-dien-15-yl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C19837","Indole-3-carboxylate",1,1,1,1,1,1,1,1,0,0,0,0
"C19838","D-erythro-3-Hydroxyaspartate",1,1,1,1,1,1,1,1,1,1,1,1
"C19840","4,4'-Diapophytofluene",1,1,1,1,1,1,1,1,1,1,1,0
"C19841","4,4'-Diapo-zeta-carotene",1,1,1,1,1,1,1,1,1,1,1,0
"C19852","tritrans,heptacis-Undecaprenyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C19878","D-glycero-alpha-D-manno-Heptose 7-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C19879","D-glycero-alpha-D-manno-Heptose 1,7-bisphosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C19880","D-glycero-alpha-D-manno-Heptose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C19881","GDP-D-glycero-alpha-D-manno-heptose",1,1,1,1,1,1,0,0,0,0,0,0
"C19882","D-glycero-D-manno-Heptose 7-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C19891","1D-chiro-Inositol",1,1,1,1,1,1,1,1,1,1,1,0
"C19893","10-epi-gamma-Eudesmol",1,1,1,1,1,1,1,1,1,1,1,0
"C19907","Pyrrole",1,1,1,1,1,1,1,1,1,1,1,1
"C19908","(+)-beta-Chamigrene",1,1,1,1,1,1,1,1,1,1,1,0
"C19929","N-alpha-Acetyl-L-2,4-diaminobutyrate",1,1,1,1,1,1,1,1,1,1,1,1
"C19935","Azide",1,1,1,1,1,1,1,1,1,1,1,1
"C19945","3-Oxo-5,6-dehydrosuberyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C19946","3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde",1,0,0,0,0,0,0,0,0,0,0,0
"C19947","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose",1,1,1,1,1,1,0,0,0,0,0,0
"C19948","dTDP-3-dimethylamino-3,6-dideoxy-alpha-D-galactopyranose",1,1,1,1,1,1,0,0,0,0,0,0
"C19960","dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose",1,1,1,1,1,1,0,0,0,0,0,0
"C19961","UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine",1,1,1,1,1,1,1,1,1,1,0,0
"C19963","Tuberculosinol",1,1,1,1,1,1,1,1,1,1,1,0
"C19964","(13S)-Isotuberculosinol",1,1,1,1,1,1,1,1,1,1,1,0
"C19971","UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose",1,1,1,1,1,1,1,1,1,1,0,0
"C19972","2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose",1,1,1,1,1,1,1,1,1,1,0,0
"C19973","(+)-beta-Caryophyllene",1,1,1,1,1,1,1,1,1,1,1,0
"C19974","(+)-Caryolan-1-ol",1,1,1,1,1,1,1,1,1,1,1,0
"C19975","2-Oxepin-2(3H)-ylideneacetyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C20062","2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA",1,0,0,0,0,0,0,0,0,0,0,0
"C20082","Pseudaminic acid",1,1,1,1,1,1,1,1,1,1,0,0
"C20083","CMP-pseudaminic acid",1,1,1,1,1,1,1,1,1,1,0,0
"C20121","trans,trans-Farnesyl phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C20145","ent-Isokaurene",1,1,1,1,1,1,1,1,1,1,1,0
"C20154","3-Methoxy-4',5-dihydroxy-trans-stilbene",1,1,1,1,1,1,1,1,1,1,1,1
"C20155","8-Oxoguanine",1,1,1,1,1,1,0,0,0,0,0,0
"C20156","dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose",1,1,1,1,1,1,0,0,0,0,0,0
"C20158","(13E)-Labda-7,13-dien-15-ol",1,1,1,1,1,1,1,1,1,1,1,0
"C20159","7-epi-alpha-Selinene",1,1,1,1,1,1,1,1,1,1,1,0
"C20161","alpha-Guaiene",1,1,1,1,1,1,1,1,1,1,1,0
"C20162","Viridiflorene",1,1,1,1,1,1,1,1,1,1,1,0
"C20163","5-epi-alpha-Selinene",1,1,1,1,1,1,1,1,1,1,1,0
"C20172","Cubebol",1,1,1,1,1,1,1,1,1,1,1,0
"C20173","(+)-gamma-Cadinene",1,1,1,1,1,1,1,1,1,1,1,0
"C20174","delta-Guaiene",1,1,1,1,1,1,1,1,1,1,1,0
"C20175","Bicyclogermacrene",1,1,1,1,1,1,1,1,1,1,1,0
"C20177","7-epi-Sesquithujene",1,1,1,1,1,1,1,1,1,1,1,0
"C20178","Sesquithujene",1,1,1,1,1,1,1,1,1,1,1,0
"C20179","gamma-Curcumene",1,1,1,1,1,1,1,1,1,1,1,0
"C20180","(-)-alpha-Cuprenene",1,1,1,1,1,1,1,1,1,1,1,0
"C20181","Avermitilol",1,1,1,1,1,1,1,1,1,1,1,0
"C20182","(-)-delta-Cadinene",1,1,1,1,1,1,1,1,1,1,1,0
"C20184","(+)-T-Muurolol",1,1,1,1,1,1,1,1,1,1,1,0
"C20185","(12E)-9alpha-Labda-8(17),12,14-triene",1,1,1,1,1,1,1,1,1,1,1,0
"C20190","P1,P6-Bis(5'-adenosyl)hexaphosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C20198","Adenosine 5'-pentaphosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C20225","Coniferyl acetate",1,0,0,0,0,0,0,0,0,0,0,0
"C20230","(+)-Sabinene",1,1,1,1,1,1,1,1,1,1,1,0
"C20231","(Z)-3-Ureidoacrylate peracid",1,1,1,1,1,1,1,1,1,1,1,1
"C20234","5-Guanidino-3-methyl-2-oxopentanoate",1,1,1,1,1,1,1,1,1,1,1,1
"C20235","(E)-2-Methylgeranyl diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C20236","4-O-beta-D-Mannopyranosyl-D-glucopyranose",1,1,1,1,1,1,1,1,1,1,1,1
"C20237","alpha-Maltose 1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1
"C20238","(2R)-Ethylmalonyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1
"C20239","6-Carboxy-5,6,7,8-tetrahydropterin",1,1,1,1,1,1,0,0,0,0,0,0
"C20240","(2Z,4Z)-2-Hydroxyhexa-2,4-dienoate",1,1,1,1,1,1,1,1,1,1,1,1
"C20241","Tricyclene",1,1,1,1,1,1,1,1,1,1,1,0
"C20242","(-)-Sabinene",1,1,1,1,1,1,1,1,1,1,1,0
"C20243","2-Methylisoborneol",1,1,1,1,1,1,1,1,1,1,1,0
"C20244","(+)-beta-Pinene",1,1,1,1,1,1,1,1,1,1,1,0
"C20245","UDP-N-acetyl-alpha-D-glucosamine 3'-phosphate",1,1,1,1,1,1,1,1,1,1,0,0
"C20248","7-Carboxy-7-carbaguanine",1,1,1,1,1,1,0,0,0,0,0,0
"C20249","(Z)-3-Peroxyaminoacrylate",1,1,1,1,1,1,1,1,1,1,1,1
"C20251","1-Keto-D-chiro-inositol",1,1,1,1,1,1,1,1,1,1,1,0
"C20253","Aminoacrylate",1,1,1,1,1,1,1,1,1,1,1,1
"C20254","Ureidoacrylate",1,1,1,1,1,1,1,1,1,1,1,1
"C20258","(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate",1,1,1,1,1,1,1,1,1,1,1,1
"C20264","L-threo-Tetrahydrobiopterin",1,0,0,0,0,0,0,0,0,0,0,0
"C20267","4-Amino-5-aminomethyl-2-methylpyrimidine",1,1,1,1,1,1,1,1,1,1,1,1
"C20270","Copal-8-ol diphosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C20272","alpha-Muurolene",1,1,1,1,1,1,1,1,1,1,1,0
"C20273","gamma-Muurolene",1,1,1,1,1,1,1,1,1,1,1,0
"C20274","beta-Copaene",1,1,1,1,1,1,1,1,1,1,1,0
"C20275","(+)-Sativene",1,1,1,1,1,1,1,1,1,1,1,0
"C20276","Tetraprenyl-beta-curcumene",1,1,1,1,1,1,1,1,1,1,1,0
"C20277","(2R,3R)-3-Methylornithine",1,1,1,1,1,1,1,1,1,1,1,1
"C20327","2-Oxo-4-phenylbutyric acid",1,1,1,1,1,1,1,1,1,1,1,1
"C20345","Isopentenyl phosphate",1,1,1,1,1,1,1,1,1,1,1,0
"C20353","2'-Deamino-2'-hydroxyparomamine",1,1,1,1,1,1,1,1,1,1,0,0
"C20354","3-O-alpha-D-Glucopyranosyl-L-rhamnopyranose",1,1,1,1,1,1,1,1,1,1,1,1
"C20357","UDP-N,N'-Diacetylbacillosamine",1,1,1,1,1,1,1,1,1,1,0,0
